หายใจ	หายใจเข้าออก
ความจุ	ปริมาณความจุ
ปริมาณการผลิต	ปริมาณผลผลิต	ผลผลิต
ถัง	เต็มถัง
ขวด	ปริมาณเต็มขวด
กล่อง	จำนวนเต็มกล่อง
คัน	คันรถ
กล่อง	จำนวนหนึ่งกล่อง
ปริมาณหนึ่งหีบ	หีบ
ถังไม้	ปริมาณหนึ่งถัง
ถ้วย	ปริมาณหนึ่งถ้วย
กำ	กำมือ
บ้าน	หลัง
ขวดโหล	เหยือก
ปริมาณหนึ่งเหยือก	เหยือก
ถัง	ถังเบียร์สด
แทงค์	แท็งค์
จอก	ถ้วยชา
กลุ่ม	จำนวนมาก	จำนวนมากมายก่ายกอง	มากมาย
กอง	จำนวนมากมาย
ที่จอดรถ	ลานจอดรถ
ความสัมพันธ์ระหว่างบุคคล	ความสัมพันธ์ส่วนบุคคล
ความผูกพัน	พันธะ
ฟังก์ชัน	ฟังก์ชันคณิตศาสตร์
ฟังก์ชันผกผัน	ฟังก์ชันอินเวิร์ส
ตรีโกณ	ตรีโกณมิติ	ฟังก์ชันตรีโกณมิติ	ฟังก์ชันเชิงวงกลม
คอส	โคไซน์
โคแทน	โคแทนเจนต์
โคเซค	โคเซแคนต์
การเชื่อมโยง	การเชื่อมโ่ยง
ปริกัลมาลา	สมมุติมาลา
การผันคำ	การลงวิภัตติปัจจัย
ส่วนประกอบ	องค์ประกอบ
รายละเอียด	ส่วนย่อย
ยูนิต	หน่วย
ความสัมพันธ์ระหว่างพ่อลูก	ความเป็นพ่อ
ความสัมพันธ์ระหว่างแม่ลูก	ความเป็นแม่
สัดส่วน	อัตราส่วน
มาตราส่วน	สเกล
สัดส่วนทอง	สัดส่วนทองคำ	อัตราส่วนทอง
ร้อยละ	เปอร์เซนต์
อัตราส่วนสะท้อน	อัตราส่วนสะ้ท้อน
ตำแหน่งบนเข็มทิศ	ทิศ
ทิศเหนือ	น.	เหนือ
ทิศเหนือ	ทิศเหนือเข็มทิศ
ต.อ.	ตะวันออก	ทิศตะวันออก
ตะวันออกเฉียงใต้	ทิศตะวันออกเฉียงใต้
ต.	ทิศใต้	ใต้
ตะวันตกเฉียงใต้	ทิศตะวันตกเฉียงใต้
ต.ต	ตะวันตก	ทิศตะวันตก
ตะวันตกเฉียงเหนือ	ทิศตะวันตกเฉียงเหนือ
ทิศเหนือ	เหนือ
ตะวันออกเฉียงเหนือ	ทิศตะวันออกเฉียงเหนือ
ตะวันออก	ทิศตะวันออก
ตะวันออกเฉียงใต้	ทิศตะวันออกเฉียงใต้
ทิศใต้	ใต้
ตะวันตกเฉียงใต้	ทิศตะวันตกเฉียงใต้
ตะวันตก	ทิศตะวันตก
ตะวันตกเฉียงเหนือ	ทิศตะวันตกเฉียงเหนือ
มุมตั้ง	มุมเงย	ระยะความสูงจากฟ้า
ความสัมพันธ์เชิงวิชาชีพ	สัมพันธภาพเชิงวิชาชีพ
ที่หนึ่ง	อันดับหนึ่ง
ที่หก	อันดับหก
ที่สิบ	อันดับสิบ
ที่สิบสี่	อันดัีบสิบสี่
ที่สิบเจ็ด	อันดับสิบเจ็ด
ที่ยี่สิบ	อัีนดับยี่สิบ
ที่สามสิบ	อันดับสามสิบ
ที่สี่สิบ	อันดับสี่สิบ
ที่ห้าสิบ	อันดับห้าสิบ
ที่แปดสิบ	อันดับแปดสิบ
ที่เก้าสิบ	อันดับเก้าสิบ
ที่หนึ่งพัน	อันดับหนึ่งพัน
ที่หนึ่งล้าน	อันดับหนึ่งล้าน
ที่หนึ่งพันล้าน	อันดับหนึ่งพันล้าน
ที่สุดท้าย	อันดับสุดท้าย
ระบบการวัด	สเกล
มาตรวัดอุณหภูมิ	หน่วยวัดอุณหภูมิ
องศาสัมบูรณ์	องศาเคลวิน
ความเป็นคู่ตรงกันข้าม	ความเป็นคู่ตรงข้าม	ความเป็นปฏิปักษ์
ด้านตรงข้าม	ทางตรงข้าม
สภาวะตรงกันข้าม	สภาวะปฏิปักษ์
ทรงตัน	รูปทรงตัน
ตาราง	ระนาบ
เส้นกลาง	แนวกลาง
รูป	รูปทรง
ทรงโค้งนูน	รูปทรงนูน	รูปโค้งนูน
ทรงโค้งเว้า	รูปทรงเว้า	รูปโค้งเว้า
ทรงกระบอก	รูปกระบอก	รูปทรงกระบอก
ทรงกลม	รูปทรงกลม
รูปโค้ง	เส้นโค้ง	โค้ง
เส้นโค้งจอร์แดน	เส้นโค้งปิดอย่างง่าย
รูปตัวเอส	โค้งตัวเอส	โค้งรูปตัวเอส
ความโค้ง	ส่วนโค้ง
เส้นรอบพื้นที่	เส้นรอบรูป
รัศมี	เส้นรัศมี
เส้นผ่านศูนย์กลาง	เส้นผ่าศูนย์กลาง
เซ็นเตอร์ไลน์	เส้นเซ็นเตอร์ไลน์
รูปทรงโดม	โดม
ร่อง	หลุม	แอ่ง
กรวย	โคน	โคนอยด์
รูปสี่เหลี่ยมผืนผ้า	สี่เหลี่ยมผืนผ้า
วง	วงกลม
ครึ่งวงกลม	รูปครึ่งวงกลม
คอร์ด	เส้นคอร์ด
ทรงหูสมอ	รูปโดนัท
รูปสี่เหลี่ยมจัตุรัส	รูปสี่เหลี่ยมด้านเท่า
จัตุรัส	รูปสี่เหลี่ยมจัตุรัส	สี่เหลี่ยมจัตุรัส
รูปสี่เหลี่ยม	สี่เหลี่ยม
รูปสามเหลี่ยม	สามเหลี่ยม
รูปสามเหลี่ยมมุมแหลม	สามเหลี่ยมมุมแหลม
รูปสามเหลี่ยมด้านเท่า	สามเหลี่ยมด้านเท่า
รูปสามเหลี่ยมหน้าจั่ว	สามเหลี่ยมหน้าจั่ว
รูปสามเหลี่ยมมุมเฉียง	สามเหลี่ยมมุมเฉียง
รูปสามเหลี่ยมมุมป้าน	สามเหลี่ยมมุมป้าน
รูปสามเหลี่ยมมุมฉาก	สามเหลี่ยมมุมฉาก
รูปสามเหลี่ยมด้านไม่เท่า	สามเหลี่ยมด้านไม่เท่า	สามเหลี่ยมใดใด
รูปสี่เหลี่ยมด้านไม่ขนาน	สี่เหลี่ยมใดใด
คางหมู	สี่เหลี่ยมคางหมู
ดาว	รูปดาว
ดอกจัน	รูปเครื่องหมายดอกจัน
รูปสี่เหลี่ยมขนมเปียกปูน	สี่เหลี่ยมขนมเปียกปูน
อาร์ช	โค้ง
รูปกรวย	รูปกระดิ่ง	รูประฆัง
พาราโบลา	พาลาโบลา	เส้นโค้งพาราโบลา	โค้งพาลาโบลา
เส้นโค้งไฮเปอร์โบลา	ไฮเปอร์โบลา
รูปซิกแซก	รูปฟันปลา	หยักฟันปลา
ร่อง	ร่องน้ำ
รอยนูน	ส่วนนูน
วัตถุรูปโค้ง	โค้ง
รูปวงรี	วงรี
ระดับความสูง	ระดับความสูงเชิงมุม	อัลติจูด
การรักษาสมดุล	ความสมดุล	ความเท่าเทียมกัน
ทรงคล้ายทรงกลม	สเฟียรอยด์
ก้อนกลม	ก้อนกลมๆ	บอล	ลูก
รูปทรงยาวบาง	รูปร่างเหมือนเสา
รูปหยดน้ำ	หยดน้ำ
รูปหยดน้ำตา	หยดน้ำตา
ขอทาน	เส้นแบ่งเขต
รอย	เส้น
ตีนกา	รอยตีนกา
ลายมือ	ลายเท้า	ลายเส้นบนฝ่ามือ	เส้นลายบนผิวหนัง	เส้นลายมือ
เส้นขมวดคิ้ว	เส้นระหว่างคิ้ว
เส้นความรัก	เส้นจิตใจ	เส้นหัวใจ	เส้นใจ
เส้นวาสนา	เส้นโชค
รอยยุบตัว	รอยแตก	รอยแตกบนพื้นผิว
รอยพับ	ลอน
ที่ว่าง	สเปซ
รูฝอย	รูเล็ก
ทรีไดอะแกรม	แผนภูมิต้นไม้
รูปทรงเฉพาะ	รูปแบบเฉพาะตัว
รูปทรงสี่เหลี่ยม	ลูกบาศก์
ปิระมิด	พีระมิด
ภาวะตรงกลาง	สายกลาง
ภาวะ	สภาพ	สภาวะ
สภาพ	สภาวะ
ความชื่นชม	ความเทิดทูน
ตำแหน่ง	สถานการณ์	สภาพ
สถานการณ์	สภาพการณ์
ความมั่นใจ	ความไว้ใจ
ความเป็นเพื่อน	มิตรภาพ
ความเป็นสมาชิก	สมาชิกภาพ
ความสัมพันธ์ฉันชู้สาว	ควาสัมพันธ์ทางเพศ
ยูโทเปีย	อุตมรัฐ
ภาวะวิกฤต	วิกฤต	วิกฤตการณ์
สภาพแวดล้อม	สภาวะแวดล้อม	สิ่งแวดล้อม
ขั้น	ระยะ	เลเวล
จุดสูงสุด	ระดับสูงสุด
จุดยุติ	จุดสิ้นสุด
ฐานะ	ตำแหน่ง	สถานภาพ	สถานะ
ความทัดเทียม	ความเท่าเทียมกัน	ความเท่่าเทียม	ความเสมอภาค
คะแนนเท่ากัน	คะแนนเสมอกัน
ฐานะทางสังคม	สถานภาพทางสังคม
ฐานะทางสังคม	สถานภาพทางสังคม
ความเป็นผู้ชนะ	ตำแหน่งชนะเลิศ
ความเป็นบุตรนอกกฎหมาย	ความเป็นลูกนอกสมรส
ชาติ	สัญชาติ
การเป็นอยู่	เป็น
สถานภาพ	สถานภาพการสมรส
การสมรส	การออกเรือน	ชีวิตคู่	ชีวิตสมรส
การมีคู่ครองคนเดียว	การมีคู่สมรสคนเดียว
การมีสามีหลายคน	พหุสามี
หลักนิติธรรม	หลักบังคับแห่งกฎหมาย
ความกลมกลืน	ความสอดคล้องกัน
การสงบศึกชั่วคราว	สัญญาสงบศึก
ภูมิคุ้มกันบกพร่อง	โรคขาดภูมิคุ้มกัน
ความวิกลจริต	ความสับสน	ความโกลาหล
ความชุลมุน	ความวุ่นวาย	ความสับสนวุ่นวาย	ความสับสนอลหม่าน
ภาวะสงคราม	สงคราม
ความขัดแย้ง	ความแตกต่าง
ความมืด	ความมืดดำ
การมืดลง	ความมืดมน
ร่ม	ร่มเงา
การปราศจากมลทิน	ความบริสุทธิ์
การพ้นข้อกล่าวหา	การพ้นมลทิน	การเป็นผู้บริสุทธิ์
การก่ออาชญากรรม	การผิดกฏหมาย
กรง	กรงขัง
การพึ่งพาอาศัย	การพึ่งพาอา่ศัย
กระฉับกระเฉง	กิจกรรม
กิริยา	พฤติกรรม
การหยุด	การหยุดชะงัก
ความหงอยเหงา	ความเงียบหงอย
ภาวะเศรษฐกิจถดถอย	เศรษฐกิจถดถอย
การหาทางออกไม่ได้	ทางตัน	สภาพจนตรอก	สภาพเข้าตาจน
กรณี	เคส
ความมึนเมา	ความเมา
ภาวะความเป็นกรดในเลือดสูง	ภาวะเลือดเป็นกรด
ภาวะเลือดเป็นด่าง	สภาวะความเป็นด่างในเลือดสูง
การนอนไม่หลับ	การอดนอน
การนอน	การนอนหลับ	การหลับ
ฝันร้าย	อาการหวาดผวา
การนอนฝัน	การหลับฝัน
อาการง่วงนอน	อาการง่วงเหงาหาวนอน
การพร้อมเพรียง	ความพร้อม	สภาพความพร้อม
สภาพพร้อมใช้	สภาพพร้อมใช้งาน
การพร้อมรับมือการโจมตี	เรดอเลิร์ต
ภาวะร่างกาย	สภาพร่างกาย	สภาวะร่างกาย
ท้องอืด	ท้องเฟ้อ
ความตื่นตัว	ความตื่นเต้น
ภาวะอุณหภูมิกายสูง	ไฮเปอร์เทอร์เมีย
การคลอดบุตร	ความเจ็บปวดในการคลอดบุตร
ความแข็งแรง	พละกำลัง
ชี่	พลังชีวิต	ลมปราณ
ความเปล่งปลั่ง	สีแดงระเรื่อ
ความเจ็บป่วย	โรคภัยไข้เจ็บ
ความเจ็บป่วย	ความเจ็บไข้
การติด	การเสพติด
การติดยา	การติดยาเสพติด
การติดสุรา	โรคพิษสุรา	โรคพิษสุราเรื้อรัง
การติดโคเคน	การเสพติดโคเคน
การติดเฮโรอีน	การเสพติดเฮโรอีน
การติดคาเฟอีน	การเสพติดคาเฟอีน	ภาวะเสพติดคาเฟอีน
การติดนิโคติน	การเสพติดนิโคติน
การหมดกำลังใจ	อาการสติฟั่นเฟือน
ช็อค	ภาวะช็อค
ช็อกเหตุอินซูลิน	ช็อคน้ำตาล
โรคเคซอง	โรคเคซองชนิดปวดแขนขาและท้อง
ภาวะอาหารเป็นพิษ	อาหารเป็นพิษ
อาการปัสสาวะเป็นสีดำ	ไข้น้ำดำ	ไข้ปัสสาวะดำ
กลุ่มอาการอีตัน-แลมเบิร์ต	กลุ่มอาการแลมเบิร์ต-อีตัน
โรคจากอุตสาหกรรม	โรคเหตุอาชีพ
รำมะนาด	เหงือกเป็นหนอง
โรคลมปัจจุบัน	โรคลมเหตุร้อน
อัมพาตชนิดสั่นรัว	โรคพาร์กินสัน
ความบกพร่องด้านการอ่าน	ความบกพร่องในการอ่าน	ภาวะเสียการอ่านรู้ความ
ภาวะลิ่มเลือดอุดตันในหลอดเลือดแดงปอด	หลอดเลือดแดงพัลโมนารีอุดตันจากลิ่มเลือด
โรคหลอดเลือดหัวใจตีบ	โรคเส้นเลือดหัวใจตีบ
ความดันโลหิตสูงปลอม	ภาวะความดันโลหิตสูงปลอม
การกระด้าง	การแข็ง
ลิ้นหัวใจไมทรัลหย่อน	ลิ้นไมทรัลปลิ้น
โรคต่อมหมวกไตพิการ	โรคแอดดิสัน
เบาหวาน	โรคเบาหวาน
คอตีบ	โรคคอตีบ
โรคฝีดาษ	ไข้ทรพิษ
เชื้อราที่ศีรษะ	โรคกลากที่ศีรษะ
เอดส์	โรคภูมิคุ้มกันบกพร่อง	โรคเอดส์
อหิวาตกโรค	อหิวา่ตกโรค
กามโรค	โรคผู้หญิง
ซิฟิลิส	โรคซิฟิลิส
คางทูม	โรคคางทูม
โปลิโอ	โรคโปลิโอ
วัณโรค	วัณโรคปอด
หวัด	ไข้หวัด
โรคหืด	โรคหืดหลอดลม
ความบกพร่องทางพันธุกรรม	โรคถ่ายทอดทางพันธุกรรม	โรคพันธุกรรม
การเห็นซ้อนสอง	การเห็นภาพซ้อน
โรคท้าวแสนปม	โรคเนื้องอกเส้นประสาททั่วกาย
กลุ่มอาการดาวน์	โรคเอ๋อ
โรคกล้ามเนื้อลีบ	โรคกล้ามเนื้ออ่อนแรง
โรคกล้ามเนื้อลีบดูเชน	โรคกล้ามเนื้อเสื่อมดูเชน
ภาวะไลซินีเมีย	ไลซินีเมีย
โรคไทโรซินิเมีย	ไทโรซินิเมีย
บิดมีตัว	บิดอะมีบา
โรคบิดมีตัว	โรคบิดอะมีบา
โรคริ้นฝอยทรายกัด	โรคลิชมาเนีย
ฝี	พระยอด
ความผิดปกติของเลือด	โรคเกี่ยวกับเลือด
กล่อนน้ำ	น้ำขังเฉพาะที่
เพอร์พิวรา	โรคกาฬม่วง
โรคคอพอก	โรคคอหอยพอก
เยื่อบุมดลูกต่างที่	เยื่อบุโพรงมดลูกเจริญผิดที่
คาร์ซินอยด์	มะเร็งชนิดคาร์ซินอยด์
เนื้อเยื่อผิวมะระ	เนื้อเยื่อแกรนูเลชัน
มะเร็ง	โรคมะเร็ง
มะเร็งเม็ดเลือดขาว	โรคมะเร็งในโลหิต
มะเร็งเม็ดเลือดขาวชนิดเฉียบพลัน	ลูคีเมียชนิดเฉียบพลัน
มะเร็งเม็ดเลือดขาวชนิดเรื้อรัง	ลิวคีเมียชนิดเรื้อรัง
ซาร์โคมา	มะเร็งเนื้อเยื่อเกี่ยวพัน
มิกโซมา	เนื้องอกมิกโซม่า
มะเร็งตับ	เนื้องอกที่ตับ
โรคบากัสโซสิส	โรคปอดชานอ้อย
ฝีดาษวัว	โรคฝีดาษวัว
ภาวะเลือดมีโพแทสเซียมมาก	ภาวะโพแทสเซียมในเลือดสูง
โรคกลัวน้ำ	โรคพิษสุนัขบ้า
โรคแก่นไม้ผุ	โรคไส้หัก	โรคไส้เน่า
การบาดเจ็บ	อาการบาดเจ็บ
แผล	แผลถูกฟัน	แผลมีดบาด
รอยกัด	รอยแผล
การตกเลือด	การมีเลือดออกมาก	อาการตกเลือด
โรคหลอดเลือดสมองแตก	โรคเส้นเลือดในสมองแตก
บาดแผลฟกช้ำ	รอยฟกช้ำ	รอยฟกช้ำดำเขียว	แผลฟกช้ำ
ตาบวมปูด	ตาฟกช้ำ	ตาเขียว
การอาบแดด	ผิวคล้ำแดด
กระดูกแตก	การหัก
กระดูกหักรอยเดียว	กระดูกหักแบบปิด
การเลื่อนผิดปรกติของอวัยวะ	ไส้เลื่อน
ลำไส้ส่วนปลายหย่อน	ไส้ตรงยื่นย้อย
ตุ่มนูน	รอยหวาย
อาการเคล็ด	เท้าแพลง
อิมเมอร์ชั่นฟุต	เท้าแช่เย็น
อาการ	อาการป่วย	อาการเจ็บป่วย
ชีวนิมิต	ชีวสัญญาณ	อาการแสดงชีพ
ภาวะประจำเดือนไม่เคยมา	อาการขาดประจำเดือนระดับปฐมภูมิ
อาการบอกล่วงหน้าโรค	อาการบอกเหตุ	อาการบอกเหตุโรค
กลุ่มอาการ	ซินโดรม
การบวมทั้งตัว	มานทะลุน
เลือดระดูขังในช่องคลอด	เลือดระดูขังในมดลูก
ผื่น	ผื่นสีชมพู
ความปวด	ความเจ็บปวด	อาการปวด
อาการปวดประจำเดือน	อาการปวดระดู
อาการปวดศีรษะ	อาการปวดหัว
ริดสีดวงทวาร	โรคริดสีดวงทวาร
โรคปวดหัวข้างเดียว	ไมเกรน
ความร้อน	ความร้อนจากการเสียดสี
อาการปวดเหงือก	อาการเจ็บเหงือก
ความรู้สึกหนาวสะท้าน	ความหนาวเย็น
สมองอักเสบ	โรคสมองอักเสบ	โรคเยื่อหุ้มสมองอักเสบ	ไข้สมองอักเสบ
ปากอักเสบ	ปากเปื่อย
การสะอึก	การสะือึก	อาการสะอึก
อาการคลื่นเหียน	อาการคลื่นไส้
รอยแผล	แผลเป็น
รอยกรีด	รอยคมดาบ	รอยแผลคมดาบ
ไข้ขึ้นสูง	ไข้สูงมาก	ไข้สูงเกิน
การฝ่อ	การลีบ
อาการท้องเสีย	โรคท้องร่วง
สภาพจิตใจ	สภาวะจิต
ความตื่นเต้นสุดขีด	ความประหม่าสุดขีด
อาการป่วยทางจิต	โรคทางจิต
ความกลัวฝูงชน	อาการกลัวที่โล่ง
ความรังเกียจชาวต่างชาติ	อาการกลัวคนต่างชาติ	อาการกลัวคนแปลกหน้า
โรคจิตประสาท	โรควิตกจริต
เสียงแหบ	เสียงแห้ง
กระเพาะปัสสาวะพิการจากระบบประสาท	ภาวะกระเพาะปัสสาวะพิการจากระบบประสาท
การขับไล่ออก	การแยกออก
การเกาะเกี่ยวกัน	การเชื่อมโยงกัน
ตำแหน่งพระมหากษัตริย์	ตำแหน่งพระราชา
จ้าว	ราชา
ศักดิ์ศรี	เกียรติ	เกียรติยศ
กิตติศัพท์	ความมีชื่อเสียง	ชื่อเสียง
ความน่านับถือ	ความน่าเคารพ
ความเสื่อมยศ	ความเสื่อมเกียรติ	ความเสื่อมเสีย
ความเสื่อม	ความเสื่อมโทรม
การมีอำนาจเหนือ	ความได้เปรียบ
สิ่งที่ทำให้ตาย	เหตุแห่งความหายนะ
ความต้องการ	ความปรารถนา
ความขาดแคลน	ความไม่เพียงพอ
โรคเหา	โรคแมลงปรสิต
สภาพล่อนจ้อน	สภาพเปลือยกาย
ความสมบูรณ์แบบ	ความเพอร์เฟ็ค
การพัฒนา	ความละเอียดปราณีต
ความสมบูรณ์	ทั้งหมด
การขาดคุณสมบัติ	ความไม่สามารถ
ข้อผิดพลาด	ความบกพร่อง
การรวน	ความติดขัด
กลุ่มอาการวิลเลี่ยม	วิลเลี่ยมส์ซินโดรม
กระดูกสันหลังแยกมาแต่กำเนิด	กระดูกสันหลังโหว่
คุณประโยชน์	บุญกุศล
การมีหนี้สินล้นพ้นตัว	ความไม่สามารถชำระหนี้
การล้มราชบัลลังก์	การล้มละลาย
ภาวะที่สิ้นหวัง	ภาวะสิ้นหวัง
ฐานะทางการเงิน	ภาวะทางการเงิน	สถานภาพทางการเงิน	สถานะทางการเงิน
ภาวะเศรษฐกิจ	สภาพเศรษฐกิจ	สภาวะเศรษฐกิจ
ความรุ่งโรจน์	ความเจริญรุ่งเรืองทางเศรษฐกิจ	เศรษฐกิจบูม
ภาวะเศรษฐกิจตกต่ำ	วิกฤตเศรษฐกิจ	เศรษฐกิจตกต่ำ
ภาวะเศรษฐกิจรุ่งเรือง	เศรษฐกิจรุ่งเรือง
ข้อผูกพัน	ข้อผูกมัด	พันธกรณี
การติดหนี้	การมีหนี้สิน	การเป็นหนี้
ความมั่งคั่ง	ความมั่งมี	ความมั่งมีศรีสุข	ความมีอันจะกิน
ความรวย	ความร่ำรวย	ความล่ำซำ
ความหรูหรา	ความโก้หรู
ความยากจน	ความยากจนข้นแค้น
ความขาดแคลน	ภาวะขาดแคลน
ความยากจน	ความสิ้นเนื้อประดาตัว	ความอดอยากยากจน
ความขัดสน	ความไม่มีเงิน
ความเพรียว	ึความเพรียว
สภาพปกติ	สภาพปรกติ
ความผิดปกติ	ความผิดปกติของร่างกาย
ภาวะหลังโก่ง	หลังค่อม	หลังโกง	หลังโก่ง	หลังโก่งผิดรูป
ฟีนิลคีโตนูเรีย	ภาวะฟีนิลคีโตนูเรีย
โรคผีดูดเลือด	โรคโพรพีเรีย
การอุดกั้นลำไส้	ลำไส้อืด
ภาวะถูกพิษ	ภาวะเป็นพิษ
ภาวะพิษจากอัลคาไล	ภาวะพิษอัลคาไล
สถานการณ์แวดล้อม	เหตุการณ์แวดล้อม
ภูมิสถาปัตย์	สภาพอากาศ
ความมืด	ความอึมครึม
ภูมิุคุ้มกัีน	ภูิมิต้านทาน
ภูมิคุ้มกันธรรมชาติ	ภูมิคุ้มกันสืบทอด
ความมีอิสระ	อิสระ
ฆาตรกร	สาเหตุการตาย
ความอ่อนเพลีย	ความอ่อนแอ
ความทุพพลภาพ	ความบกพร่อง	ความพิการ
การเดินกะโผลกกะเผลก	ความพิการขา
บอดกลางวัน	อาการบอดกลางวัน
ตาบอดแสง	ตาฟางกลางคืน
สายตาชรา	สายตาผู้สูงอายุ
อัมพาต	โรคอัมพาต
การพังทลาย	สภาพปรักหักพัง
สภาพการซื้อขาย	สภาพตลาด
โรคผิวหนังกระด้าง	โรคหนังแข็ง
กรวยไตอักเสบ	ไตและกรวยไตอักเสบ
การหยุดไหล	การไหลช้า
ท่อปัสสาวะหย่อน	ท่อปัสสาวะเลื่อนลอด
หลอดน้ำเหลืองขอด	หลอดเลือดขอด
การฉายรังสี	การอาบรังสี
การกลายเป็นมัมมี่	สภาพมัมมี่
ความเป็นบิดา	ความเป็นพ่อ
การเกิดสนิม	ความเป็นสนิม
การก่อเรื่องอื้อฉาว	การทำเรื่องอื้อฉาว
วัตถุ	วัสดุ
สารตั้งต้น	สารต้น
แอกตินอน	แอกตินอยด์	แอกติไนด์
สารก่อไข้	ไพโรเจน
อัลดีไฮด์	แอลดีไฮด์
กรดโฮโมเจนติซิก	อัลแคปตอน	โฮโมเจนติซิกแอซิด
อนุภาค	อะตอม	โมเลกุล
ฟล็อก	ฟล็อกกูล	ฟล็อค
อัลลอย	โลหะผสม
อะคริโลไนไตรล์-บิวทาไดอีน-สไตรีน	เอบีเอส
ตัวดูดกลืน	วัสดุดูดกลืน
กรดน้ำส้ม	กรดอะซีติก	กรดเอทาโนอิก	อะซีติกแอซิด	เอทาโนอิกแอซิด
กรดอะมิโน	กรดอะมิโนอัลคาโนอิก	อะมิโนอัลคาโนอิกแอซิด	อะมิโนแอซิด
กรดอะมิโนแอสพาราจีน	แอสพาราจีน
กรดแอสพาร์ติก	แอสพาร์ติกแอซิด
กรดอะมิโนคานาวานีน	คานาวานีน
คลอโรฟลูโรคาร์บอน	สารซีเอฟซี
ซิเตรต	เกลือซิเตรต
กรดอะมิโนซิตรูลลีน	ซิตรูลลีน
กรดอะมิโนไดไฮดรอกซีฟีนิลอะลานีน	ไดไฮดรอกซีฟีนิลอะลานีน
กรดแอมิโนจำเป็น	อะมิโนแอซิดจำเป็น
กรดแกมมาอะมิโนบิวทีริก	แกมมาอะมิโนบิวทีริกแอซิด
กรดกลูตามิก	กลูตามินิกแอซิด
กรดอะมิโนกลูตามีน	กลูตามีน
กรดไกลซีน	ไกลซีน
กรดอะมิโนไฮดรอกซิโพรลีน	ไฮดรอกซิโพรลีน
กรดไอโอโดอะมิโน	ไอโอโดอะมิโนแอซิด
กรดอะมิโนออร์นิทีน	ออร์นิทีน
กรด	แอซิด
กรดอาร์ซีนิก	อาร์ซีนิกแอซิด
กรดเฮกซาโคซาโนอิก	ซีโรติกแอซิด	เฮกซาโคซาโนอิกแอซิด
กรดคลอริก	คลอริกแอซิด
กรดคลอรัส	คลอรัสแอซิด
กรดโมโนเบสิก	โมโนเบสิกแอซิด
กรดไดเบสิก	กรดไดเบสิค	ไดเบสิกแอซิด
กรดไตรเบสิกแอซิด	กรดไตรเบสิค	ไตรเบสิกแอซิด
ธาตุไทรเทียม	ไทรเทียม
กรดเตตระเบสิก	กรดเตตระเบสิค	เตตระเบสิกแอซิด
กรดฟัลมินิก	กรดฟัลมินิค	ฟัลมินิกแอซิด
กรดแกมมา	แกมมาแอซิด
กรดอะดิพิก	กรดเฮกซานีดิโออิก	อะดิพิกแอซิด	เฮกซานีดิโออิกแอซิด
กรดไฮดริโอดิก	กรดไฮดริโอดิค	ไฮดริโอดิกแอซิด
สารเอชซีเอฟซี	ไฮโดรคลอโรฟลูออโรคาร์บอน
กรดพรัสซิก	กรดไฮโดรซีอะนิก	กรดไฮโดรซีอะนิค	พรัสซิกแอซิด	ไฮโดรซีอะนิกแอซิด
กรดไฮดรอกซี	ไฮดรอกซีแอซิด
กรดไฮดรอกซีเบนโซอิัค	กรดไฮดรอกซีแบนโซอิก	ไฮดรอกซีแบนโซอิกแอซิด
กรดไฮโปไนเตรียส	ไฮโปไนเตรียสแอซิด
กรดไฮโปฟอสฟอริก	กรดไฮโปฟอสฟอริค	ไฮโปฟอสฟอริกแอซิด
กรดฟอสฟอรัส	กรดออร์โทฟอสฟอรัส	กรดไฮโปฟอสฟอรัส	ฟอสฟอรัสแอซิด	ออร์โทฟอสฟอรัสแอซิด	ไฮโปฟอสฟอรัสแอซิด
กรดจูนิเปอริก	กรดจูนิเปอริค	จูนิเปอริกแอซิด
กรดไลเซอร์จิก	ไลเซอร์จิกแอซิด
กรดแมงกานิก	แมงกานิกแอซิด
กรดเมตาฟอสฟอริก	เมตาฟอสฟอริกแอซิด
กรดโพลีฟอสฟอริก	โพลีฟอสฟอริกแอซิด
กรดไพโรฟอสฟอริก	ไพโรฟอสฟอริกแอซิด
2-เมทีลโพรพีโนอิกแอซิด	กรดเมทาครีลิก	เมทาครีลิกแอซิด
กรดมิวซิก	มิวซิกแอซิด
กรดซีลีนิก	กรดซีลีนิค	ซีลีนิกแอซิด
กรดซูบีริก	กรดออกตานีดิโออิก	ซูบีริกแอซิด	ออกตานีดิโออิกแอซิด
กรดซักซินิก	กรดซัคซินิก	ซักซินิกแอซิด
กรดซัลโฟนิก	ซัลโฟนิกแอซิด
กรดไททานิก	ไททานิกแอซิด
ไททานิกออกไซด์	ไททาเนีย	ไททาเนียมออกไซด์	ไททาเนียมไดออกไซด์
คีเลต	สารประกอบคีเลต
บัคกี้บอล	บัคมินสเตอร์ฟูลเลอรีน
ธาตุ	ธาตุทางเคมี
ก๊าซมีตระกูล	ก๊าซหายาก	ก๊าซเฉื่อย	อาร์โกนอน	แก๊สมีตระกูล	แก๊สหายาก	แก๊สเฉื่อย
กลุ่มธาตุแลนทาไนด์	ธาตุแลนทานอน	ธาตุแลนทานอยด์	ธาตุแลนทาไนด์
กลุ่มธาตุแอกทิไนด์	คาบแอกทิไนด์	อนุกรมแอกทิไนด์
กลุ่มธาตุแลนทาไนด์	คาบแลนทาไนด์	อนุกรมแลนทาไนด์
ธาตุโลหะ	โลหะ
