00001740-v	หายใจ	หายใจเข้าออก
10689104-n	คนลอบติดตาม	ผู้ลอบติดตาม
10689429-n	คนชอบขับจ่อท้าย	คนชอบขับรถจ่อท้าย
10689564-n	คนตัดเสื้อ	ช่างตัดเสื้อ	ช่างเสื้อ
10690648-n	พลขับรถถัง	พลรถถัง
10690742-n	คนฟอกหนัง	ช่างฟอกหนัง
10691318-n	คนดักฟังโทรศัพท์	ผู้ดักฟังโทรศัพท์
10692090-n	ทาร์ซาน	เจ้าป่า
10692696-n	คนปากพล่อย	คนปากเปราะ	คนปากโป้ง
10693459-n	คนสตาฟสัตว์	ช่างสตาฟ
10693646-n	คนขับรถเท็กซี่	คนขับแท็กซี่
10694163-n	คนเสียภาษี	ผู้เสียภาษี
10694258-n	ครู	ครูบาอาจารย์	ผู้สอน	ผู้ให้ความรู้	อ.	อาจารย์
10695050-n	เพื่อนร่วมงาน	เพื่อนร่วมทีม
10695192-n	คนขับรถบรรทุก	คนขับรถสิบล้อ	สิงห์รถบรรทุก
10696251-n	ช่างเทคนิค	เทคนิเชียน
10696508-n	ช่าง	ช่างเทคนิก	เทคนิเชี่ยน
10696755-n	ขุนนางนักวิชาการ	เทคโนแครต
10696888-n	คนบ้าเทคโนโลยี	ผู้คลั่งไคล้เทคโนโลยี
10698368-n	ผู้รายงานข่าวสถานนีโทรทัศน์	ผู้สื่อข่าวสถานนีโทรทัศน์	ผู้สื่อข่าวโทรทัศน์
10698550-n	ดาราจอแก้ว	ดาราโทรทัศน์	นักแสดงจอแก้ว	นักแสดงละครโทรทัศน์	นักแสดงโทรทัศน์
10699262-n	ชาวโลก	ผู้อยู่บนโลก	มนุษย์โลก
10700201-n	คนเช่า	ผู้จ่ายค่าเช่า	ผู้เช่า
10700840-n	ลูกนา	เกษตรกรผู้เช่าไร่นา
10701180-n	นักกีฬาเทนนิส	นักหวดลูกสักหลาด	นักเทนนิส
10702077-n	คนทำเต็นท์	ช่างทำเต็นท์	ช่างเต็นท์
10702483-n	เด็กสารเลว	เด็กเลว
10703692-n	ผู้สอบ	ผู้เข้าสอบ
10704238-n	ทารกหลอดแก้ว	เด็กหลอดแก้ว
10705615-n	นักวิชาการเทววิทยา	นักเทววิทยา	ผู้ศึกษาเทววิทยา
10707233-n	นักบำบัด	อายุรแพทย์
10707804-n	ขี้ขโมย	ขโมย	ขโมยขโจร	คนขี้ขโมย	คนลักขโมย	หัวขโมย	โจรลักขโมย
10710259-n	คนเก็บตั๋ว	พนักงานเก็บตั๋ว
10711483-n	ผู้กำกับเวลา	ผู้จับเวลา
10714684-n	คนเก็บค่าทางด่วน	พนักงานเก็บค่าทางด่วน
10714851-n	คนตีระฆังโบสถ์	คนลั่นระฆังโบสถ์
10715030-n	ทอม	ทอมบอย
10715347-n	ช่างซ่อมเครื่องมือ	ช่างประดิษฐ์เครื่องมือ
10715789-n	ผู้นำการต่อสู้	ผู้นำการรณรงค์	ผู้นำการเคลื่อนไหว
10717772-n	คนพิมพ์ดีดสัมผัส	ผู้พิมพ์ดีดสัมผัส
10718040-n	ไกด์ทัวร์	ไกด์นำเที่ยว
10718131-n	คนมาเที่ยว	ทัวริสต์	นักท่องเที่ยว
10719972-n	นักแกะรอย	ผู้ตามรอย
10720197-n	นักวิ่งดาวรุ่ง	ลมกรดดาวรุ่ง
10721321-n	ตจร.	ตำรวจจราจร
10721470-n	ดีลเลอร์	เอเยนต์
10722575-n	ครูฝึก	ผู้ฝึกสอน	เทรนเนอร์	โค้ช
10722758-n	พนักงานรถไฟ	เจ้าหน้าที่การรถไฟ	เจ้าหน้าที่รถไฟ
10722965-n	คนขายชาติ	คนทรยศ	คนทรยศชาติ	ผู้ทรยศ
10723230-n	หญิงขายชาติ	หญิงทรยศ
10723984-n	คนถอดเทป	คนถอดเทปบันทึกเสียง	คนถอดเทปเสียง
10724132-n	ผู้ถ่ายถอดเสียง	ผู้เขียนสัทอักษร
10724272-n	ผู้ถ่ายถอดอักษร	ผู้ปริวรรตอักษร
10726233-n	คนดักสัตว์	คนวางกับดัก
10726669-n	ผู้จัดทัวร์	ผู้จัดทัวร์ท่องเที่ยว
10727256-n	เจ้าหน้าที่การเงิน	เหรัญญิก
10727818-n	นักพฤกษศาสตร์	นักศัลยกรรมต้นไม้
10728233-n	ผู้นำเทรนด์	ผู้นำเทรนด์แฟชั่น
10729330-n	คนหยิบโหย่ง	คนไม่ทำงานจริงจัง
10730416-n	คนเป่าทรอมโบน	นักเป่าทรอมโบน
10731244-n	คนก่อปัญหา	คนก่อเรื่อง	ตัวก่อกวน	ตัวปัญหา
10733117-n	ช่างจูนเปียโน	ช่างตั้งสายเปียโน
10733705-n	พรานล่าเต่า	พรานเต่า
10733820-n	นักเรียนกวดวิชา	นักเรียนติว
10734394-n	คู่แฝด	ฝาแฝด	แฝด
10735173-n	คนพิมพ์ดีด	พนักงานพิมพ์ดีด
10735298-n	ทรราช	ผู้มีอำนาจเด็ดขาด
10735984-n	กรรมการเบสบอล	ผู้ตัดสินเบสบอล
10736602-n	นักศึกษาปริญญาตรี	นักศึกษาระดับปริญญาตรี	นิสิตปริญญาตรี
10736926-n	คนขายของถูก	ผู้ขายสินค้าราคาถูก
10737103-n	ตัวแสดงแทน	นักแสดงแทน
10737860-n	คนตกงาน	คนว่างงาน
10737964-n	ม้ามีเขา	ม้ายูนิคอร์น	ยูนิคอร์น
10739512-n	ผู้หญิงโสด	สาวโสด	หญิงโสด
10740482-n	ช่างทำเบาะ	ช่างเบาะ
10742384-n	เจ้าหนี้	เจ้าหนี้หน้าเลือด
10743941-n	ภริยา	อ็อกซอร์
10744078-n	ผัวที่ฆ่าเมีย	สามีที่ฆาตกรรมภรรยา
10744456-n	ผู้ฉีดวัคซีน	ผู้รับวัคซีน
10744544-n	คนจรจัด	คนพเนจร	คนเร่รอน	คนเร่ร่อน
10746056-n	คนทำลายทรัพย์สินทางราชการ	ผู้ทำลายทรัพย์สินทางราชการ
10746346-n	ผู้สาบสูญ	ผู้สูญหาย
10746931-n	นักกระโดดค้ำถ่อ	นักกีฬากระโดดค้ำถ่อ
10747119-n	คนกินผัก	คนกินผักผลไม้	นักมังสวิรัติ
10748506-n	กาฝากสังคม	คนเหลวไหล
10748620-n	คนสำคัญ	คนใหญ่คนโต	บุคคลระดับวีไอพี	ผู้มียศถาบรรดาศักดิ์
10749715-n	สัตวแพทย์	หมอรักษาสัตว์	หมอสัตว์
10750788-n	พล.ร.ท.	พลเรือโท
10752093-n	ผู้ประสบภัย	เหยื่อ
10752480-n	ผู้รับเคราะห์	ผู้เคราะห์ร้าย	เหยื่อ
10752719-n	ผู้ทำให้คนอื่นตกเป็นเหยื่อ	ผู้ทำให้คนอื่นรับเคราะห์
10752930-n	นักสู้ผู้ชนะ	ผู้ชนะ
10753442-n	คนในหมู่บ้าน	ชาวบ้าน
10753779-n	ตัวร้าย	ตัวโกง	ผู้ร้าย
10753989-n	คนงานเก็บองุ่น	คนเก็บองุ่น
10754088-n	คนทำไวน์	ผู้ผลิตไวน์
10754449-n	ผู้ละเมิดกฎหมาย	ผู้ไม่เคารพกฎหมาย
10754578-n	นักไวโอลิน	มือสีไวโอลิน	มือไวโอลิน
10754920-n	คนทำไวโอลิน	ช่างทำไวโอลิน	ช่างไวโอลิน
10755257-n	หญิงสาวบริสุทธิ์	หญิงสาวพรหมจรรย์
10755512-n	นักดนตรีอัจฉริยะ	ยอดนักดนตรี
10756433-n	ผู้มองเห็น	ผู้มีวิสัยทัศน์
10757193-n	ผู้มาเยี่ยม	ผู้มาเยือน	อาคันตุกะ
10758445-n	วิเซียร์	เสนาบดี
10759047-n	นักกีฬาวอลเลย์	นักกีฬาวอลเลย์บอล	นักตบลูกยาง	นักวอลเลย์บอล
10759151-n	จิตอาสา	พนักงานอาสา	พนักงานอาสาสมัคร	อส.	อาสาสมัคร
10759331-n	ทหารอาสาสมัคร	พลทหารอาสาสมัคร
10759702-n	คนอาเจียน	คนอ้วก	ผู้อาเจียน
10760340-n	ผู้ออกเสียงเลือกตั้ง	ผู้เลือกตั้ง	ผู้ใช้สิทธิ
10761326-n	คนถ้ำมอง	ถ้ำมอง	พวกถ้ำมอง
10763075-n	เด็กขอทาน	เด็กข้างถนน	เด็กเร่ร่อน	เด็กไร้บ้าน
10763383-n	บ๋อย	พนักงานเสิร์ฟ	เด็กเสิร์ฟ
10763620-n	บริกรหญิง	พนักงานเสิร์ฟหญิง
10765305-n	คนทึ่ม	เจ้าทึ่ม
10765587-n	นักเต้นจังหวะวอลซ์	นักเต้นวอลซ์
10766025-n	ผู้ต้องการ	ผู้มีความประสงค์
10767154-n	ผู้คุม	ผู้คุมนักโทษ	พัศดี	พัศดีเรือนจำ
10767265-n	ผู้คุม	พัศดี
10767432-n	ผู้คุมหญิง	พัศดีหญิง
10768022-n	ผู้เตือนภัย	ผู้แจ้งเตือน
10768585-n	นักรบ	ผู้ทำสงคราม
10769782-n	คนเฝ้าไข้	ผู้เฝ้าไข้
10769905-n	คนซ่อมนาฬิกา	ช่างซ่อมนาฬิกา	ช่างนาฬิกา
10770059-n	พนักงานรักษาความปลอดภัย	ยาม	รปภ.
10770545-n	ศิลปินสีน้ำ	ศิลปินสีำน้ำ
10770767-n	คนงานรดน้ำ	คนรดน้ำ
10772190-n	คนทอผ้า	ช่างทอผ้า
10772289-n	คนทำเว็บ	คนทำเว็บไซต์	ผู้ดูแลเว็บไซต์	เว็บมาสเตอร์
10772392-n	ผู้ร่วมพิธี	แขกงานแต่งงาน	แขกในงานแต่งงาน
10772937-n	คนกำจัดวัชพืช	คนงานกำจัดวัชพืช	ผู้กำจัดวัชพืช
10773394-n	นักกีฬายกน้ำหนัก	นักยกน้ำหนัก	นักยกลูกเหล็ก
10774329-n	คนภาคตะวันตก	ชาวภาคตะวันออก
10775128-n	คนล่าปลาวาฬ	นักล่าปลาวาฬ	ผู้ล่าปลาวาฬ
10776339-n	คนขี้บ่น	คนขี้แย
10778345-n	บาทหลวงผู้ใส่ชุดสีดำ	พระนิกายโดมินิกัน
10778553-n	บาทหลวงนิกายฟรานซิสกัน	บาทหลวงนิืกายฟรานซิสกัน
10779504-n	พ่อเล้า	แมงดา	แม่เล้า
10779995-n	คนซื้อบริการทางเพศ	คนเที่ยว	คนเที่ยวผู้หญิง	คนเที่ยวหญิง	ผู้ซื้อบริการทางเพศ	แขก
10780105-n	ผู้เชื่อแม่มด	ผู้เชื่อแม่มดหมอผี
10780284-n	หญิงหม้าย	แม่ร้าง	แม่หม้าย
10780632-n	ภรรยา	ภริยา	เมีย	แม่บ้าน
10781460-n	คนทำวิกผม	ช่างทำวิก	ช่างทำวิกผม	ช่างวิกผม
10781684-n	คนดง	คนป่า
10782135-n	ปีก	ผู้เล่นตำแหน่งปีก
10782248-n	ปีก	ปีกหลัง	วิงแบ็ก
10782471-n	ปีก	ผู้เล่นตำแหน่งปีก
10782791-n	คนชนะพนัน	ผู้ชนะการพนัน	ผู้ชนะพนัน
10782940-n	ผู้ชนะ	ผู้ชนะการแข่งขัน	ผู้ได้รับชัยชนะ	เดอะวินเนอร์
10783145-n	คนทำความสะอาดหน้าต่าง	พนักงานทำความสะอาดหน้าต่าง
10783539-n	คนขยิบตา	ผู้ขยิบตา
10783646-n	คนถู	คนเช็ด	คนเช็ดถู
10784015-n	คนส่งโทรเลข	ผู้ส่งโทรเลข
10784113-n	คนรู้มาก	คนอวดรู้
10786033-n	ผู้อยู่ในเหตุการณ์	ผู้เห็นเหตุการณ์	พยาน
10787364-n	ลูกหมาป่า	เมาคลี
10787470-n	นารี	ผู้หญิง	สตรี	อิตถี	อิสตรี
10789118-n	คนเจ้าชู้	คนเจ้าชู้ประตูดิน	คนเจ้าชู้ไก่แจ้	ชายเจ้าชู้	พ่อปลาไหล
10789820-n	ผู้หญิงมหัศจรรย์	ผู้หญิงเหล็ก	ผู้หญิงแกร่ง	ผู้หญิงแถวหน้า	หญิงเหล็ก	หญิงแกร่ง
10789963-n	ช่างสลักไม้	ช่างแกะไม้
10791115-n	ลูกจ้างหญิง	สาวลูกจ้าง
10791221-n	คนงาน	คนทำงาน	ผู้ใช้แรงงาน
10791820-n	คนร่วมงาน	เพื่อนร่วมงาน
10791890-n	ปุถุชน	ปุถุชนคนธรรมดา	มนุษย์ปุถุชน
10792178-n	คนขี้กังวล	คนวิตกจริต
10794014-n	นักประพันธ์	นักเขียน	ผู้รจนา	ผู้แต่ง	ผู้แต่งหนังสือ
10801291-n	คนเขียน	ผู้เขียน
10801697-n	คนตีไซโลโฟน	มือไซโลโฟน
10801802-n	พวกยากูซ่า	ยากูซ่า	สมาชิกยากูซ่า
10802283-n	คนภาคเหนือ	แยงกี้
10803282-n	หญิงปากมาก	หญิงพูดมาก
10804287-n	ชายหนุ่ม	วัยโจ๋	หนุ่ม	หนุ่มวัยทีน	หนุ่มวัยรุ่น	หนุ่มวัยโจ๋	เด็กหนุ่ม	โจ๋
10804406-n	หนุ่ม	หนุ่มน้อย	เด็กหนุ่ม
10805783-n	เทพซอมบี้	เทพเจ้างู
10810215-n	นางอะกริปปินา	อะกริปปินา
10813374-n	พระเจ้าอัลเฟรด	พระเจ้าอัลเฟรดมหาราช
10818088-n	นักบุญเเอนดรูว์	เซนต์เเอนดรูว์
10818860-n	นักบุญแอนเซลม	นักบุญแอนแซลม
10819533-n	พระเจ้าแอนติโกนัส	พระเจ้าแอนติโกนัสมหาราช
10820790-n	อไควนัส	เซนต์โทมัส
10824888-n	กษัตริย์อาร์เธอร์	พระเจ้าอาร์เธอร์
10828573-n	นักบุญออกัสติน	ออกัสติน	เซนต์ออกัสติน
10837023-n	กัปตันบ๊อบ	บาร์ตเล็ต
10840769-n	นักบุญบีด	เซนต์บีด
10842730-n	เบลลาร์มิโน	เบลลาร์ไมน์
10843858-n	นักบุญเบเนดิกต์	เซนต์เบเนดิกต์	เบเนดิกต์
10858872-n	บอสเวลล์	เจมส์บอสเวลล์
10864204-n	เซนต์บริจิด	เซนต์บริด	เซนต์บริดเจต	เซนท์บริดเจท
10864635-n	บริตเตน	ลอร์ดบริตเตนแห่งอัลเดอเบิร์ก
10868738-n	บรูโน	บูรโน
10868980-n	นักบุญบรูโน	บรูโน	เซนต์บรูโน
10869931-n	บูชานัน	ประธานาธิบดีบูชานัน
10875468-n	บุช	ประธานาธิบดีบุช
10879551-n	กายุส	จักรพรรดิคาลิกูลา
10882089-n	คาราวัจโจ	มิเคลันเจโล
10887420-n	พระนางเจ้าแคเธอรีนมหาราช	พระราชินีแคทเธอรีน
10887593-n	พระนางเจ้าแคเธอรีนแห่งอารากอน	แคทเธอรีน
10891981-n	พระเจ้าชาร์ลส์	พระเจ้าชาร์ลส์มหาราช	พระเจ้าชาร์เลอมาญ
10892416-n	เจ้าชายชาร์ลส์	เจ้าฟ้าชายชาร์ลส์
10902051-n	คลีฟแลนด์	ประธานาธิบดีคลีฟแลนด์
10907962-n	จักรพรรดิคอนสแตนติน	พระเจ้าคอนสแตนตินมหาราช
10910769-n	คอร์โดบา	คอร์โดวา
10912243-n	กอร์เตส	คอร์เตส
10924231-n	นักบุญเดวิด	เซนต์เดวิด	เดวิด
10925402-n	ดาวิส	เดวี่ย์
10929116-n	ดีลิลา	ดีลิลาห์
10933084-n	ดิวอี้	พลเรือเอกดิวอี้
10933658-n	เจ้าหญิงแห่งเวลส์	ไดอานา
10938363-n	ดอมินิก	นักบุญดอมินิก	เซนต์ดอมินิก
10951697-n	ดยุคแห่งวินด์เซอร์	พระเจ้าเอ็ดเวิร์ด
10954966-n	ประธานาธิบดีไอเซนฮาวร์	ไอเซนฮาวร์
10958885-n	เอนดิคอตต์	เอนเดอคอตต์
10960772-n	ดอกเตอร์เจ	เออร์วิง
10962423-n	ยูจีน	เจ้าชายยูจีนแห่งซาวอย
10970864-n	ประธานาธิบดีฟิลมอร์	ฟิลล์มอร์
10974740-n	ประธานาธิบดีฟอร์ด	ฟอร์ด
10978842-n	นายพลฟรังโก	ฟรังโก
10987176-n	เซอร์กาลาฮัด	เซอร์กาลาฮาด	เซอร์กาลาแฮด
10989339-n	คานธี	มหาตมะคานธี
10989610-n	คานธี	นางคานธี
10990733-n	การ์ฟีลด์	ประธานาธิบดีการ์ฟิลด์
10994308-n	เจงกิสข่าน	เตมูจิน
10996285-n	จอร์จ	เซนต์จอร์จ
11003276-n	เลดี้โกไดวา	โกไดวา
11011123-n	ประธานาธิบดีแกรนต์	แกรนต์
11013876-n	พระสันตะปาปาเกรกอรี	เกรกอรี
11014212-n	พระสันตะปาปาเกรกอรี	เกรกอรี
11014450-n	พระสันตะปาปาเกรกอรี	เกรกอรี
11014652-n	พระสันตะปาปาเกรกอรี	เกรกอรี
11014833-n	พระสันตะปาปาเกรกอรี	เกรกอรี
11018439-n	นางกุยนิเวียร์	พระราชินีกุยนิเวียร์
11021342-n	จักรพรรดิเฮเดรียน	แอเดรียน
11031420-n	ประธานาธิบดีแฮร์ริสัน	แฮร์ริสัน
11031668-n	ประธานาธิบดีแฮร์ริสัน	แฮร์ริสัน
11036140-n	ประธานธิบดีเฮย์	เฮย์ส
11045106-n	เฮรอน	เฮรอนแห่งอเล็กซานเดรีย	เฮโร
11045353-n	พระเจ้าเฮรอด	พระเจ้าเฮรอดมหาราช
11058633-n	ประธานาธิบดีฮูเวอร์	ฮูเวอร์
11067885-n	ฮัส	ฮัสส์
11078982-n	เจมส์	เซนต์เจมส์
11081353-n	เซนต์โจน	โจนออฟอาร์ก
11081828-n	ประธานาธิบดีเจฟเฟอร์สัน	เจฟเฟอร์สัน
11082652-n	กษัตริย์เจโรโบแอม	เจโรโบแอม
11083064-n	นักบุญเจอโรม	เจอโรม	เซนต์เจอโรม
11083656-n	จีซัส	พระเยซูคริสต์
11085924-n	นักบุญจอห์น	เซนต์จอห์น
11088059-n	จอห์นสัน	ประธานาธิบดีจอห์นสัน
11088346-n	จอห์นสัน	ประธานาธิบดีจอนห์สัน
11094055-n	จูดัส	จูดาส
11095123-n	จักรพรรดิจัสติเนียน	มหาจักรพรรดิจัสติเนียน
11096192-n	กษัตริย์กาเมฮาเมฮา	กาเมฮาเมฮา	พระเจ้ากาเมฮาเมฮามหาราช
11104458-n	กัปตันคิดด์	คิดด์
11115293-n	ลานซล็อต	เซอร์ลานซล็อต
11120834-n	ลอว์เรนซ์	ลอว์เรนซ์แห่งอาระเบีย
11121108-n	ลอว์เรนซ์	เซนต์ลอว์เรนซ์
11132462-n	ประธานาธิบดีลิงคอล์น	ลิงคอล์น
11134895-n	บารอนลิสเตอร์	ลิสเตอร์
11143600-n	ลูคัลลัส	ลูซูลลัส
11144604-n	ลุค	เซนต์ลุค
11146914-n	มาเคาเลย์	ลอร์ดมาเคาเลย์
11148486-n	ประธานาธิบดีเมดิสัน	แมดิสัน
11150224-n	มาดามเดอเมนเทนอน	เมนเทนอน
11153615-n	แมนเดลชตัม	แมนเดลสตัม
11156812-n	มารินี	มาริโน
11156943-n	มาร์ค	เซนต์มาร์ค
11159595-n	มาร์เชียล	มาเชียล
11160055-n	นักบุญมาติน	มาร์ติน	เซนต์มาร์ติน
11160861-n	ชิโก	มาร์กซ์
11161412-n	พระแม่มาเรีย	มาดอนน่า	แมรี่
11164671-n	เซนต์เเมทธิว	เซนต์แมตทิว	เซนต์แมตธิว	เซนต์แมทธิว	เลวี
11166251-n	เฮอร์คูเลียส	แมกซิเมียน
11169418-n	ประธานนาธิบดีแม็กคินลีย์	แม็กคินลีย์
11173475-n	เมนเดลีฟ	เมนเดเลเยฟ
11177151-n	เมตช์นิคอฟ	เมตช์นิคอฟฟ์
11181438-n	มินุต	มินเนวิต
11183387-n	พระเจ้ามิทริเดเตส	พระเจ้ามิทริเดเตสมหาราช
11183605-n	มิตเตอร์รองด์	มิตเตอร์แรนด์
11186042-n	ประธานาธิบดีมอนโร	มอนโร
11187754-n	มองต์ฟอร์ต	เอิร์ลแห่งเลย์เซสเตอร์
11198375-n	มอสซอรก์สกี	มุสซอรก์สกี
11199394-n	คุรุนานัก	นานัก
11199943-n	นาเอมิ	นาโอมิ
11200276-n	พระเจ้านโปเลียน	โบนาปาร์ต
11201386-n	คาร์ลอส	ซานเชส	ซาลิม
11203059-n	ลอร์ดเนลสัน	เนลสัน
11203795-n	เนรูดา	เรเยส
11207410-n	สตรีผู้ถือตะเกียง	ไนติงเกล
11207929-n	นาวิกโยธินนิมิตซ์	นิมิตซ์
11208172-n	นิกสัน	ประธานาธิบดีนิกสัน
11212226-n	โอดอวาการ์	โอโดเซอร์
11214320-n	บารอนโอลิเวียร์แห่งเบิร์กตัน	โอลิเวียร์
11224877-n	ปาสเตอร์	พาสเตอร์
11225469-n	เซนต์แพทริก	แพทริค
11225661-n	เซนต์ปอล	เซนต์พอล
11231683-n	เปตราก	เปตรากา
11231943-n	ฟิเดียส	เฟเดียส
11232475-n	ดยุคแห่งเอดินเบิร์ก	เจ้าชายฟิลิป
11233595-n	ฟินเทียส	ฟีเทียส
11234813-n	ประธานาธิบดีเพียร์ซ	เพียร์ซ
11240733-n	ประธานาธิบดีโพก	โพก
11241455-n	เซนต์โพลีคาร์พ	โพลีคาร์พ
11253248-n	พระเจ้ารามเซสมหาราช	พระเจ้าราเมสเซส	พระเจ้าราเมสเซสมหาราช	พระเจ้าราเมเซสมหาราช
11269236-n	รอลฟ์	รอลโล
11270023-n	ประธานาธิบดีรูสเวลต์	รูสเวลต์
11271720-n	รอสซินี	โรสซินิ
11274103-n	รูเพิร์ต	เจ้าชายรูเพิร์ต
11279433-n	ซาโลมอน	โซโลมอน
11291824-n	เซลเครก	เซลเคิร์ก
11293334-n	เซอร์กิน	เซอร์คิน
11297756-n	เชอร์แมน	โรเจอร์เชอร์แมน
11301809-n	ซิมป์สัน	นางซิมป์สัน
11311959-n	มาดามเดอสเตล	สเตล
11313726-n	สตาร์	สตาร์คีย์
11314969-n	สไตน์เบิร์ก	สไตน์แบร์ก
11326433-n	สเวนสัน	สแวนสัน
11326591-n	สวีดเบิร์ก	สวีเดนเบิร์ก
11328714-n	ประธานาธิบดีแทฟต์	แทฟต์
11330026-n	ตามเบอร์เลน	ตาเมอร์เลน	ติเมอร์
11331804-n	ทาร์ควิน	ทาร์ควินเนียส
11333237-n	ประธานาธิบดีเทย์เลอร์	เทย์เลอร์
11334003-n	ทีช	ไอ้เคราดำ
11334428-n	เทคัมธา	เทคัมเซห์
11336176-n	เซนต์เทเรซ่าแห่งอะวิลา	เทเรซ่าแห่งอะวิลา
11337331-n	เทเลส	เทเลสแห่งมิเลตัส
11338172-n	พระเจ้าทิวดอเซียส	พระเจ้าทิวดอเซียสมหาราช
11344549-n	ทอดด์	ลอร์ดทอดด์
11348812-n	ซูเปอร์แมกซ์	เทรวิโน
11349739-n	ทรูแมน	ประธานาธิบดีทรูแมน
11353510-n	ทัสเซาด์	มาดามทัสเซาด์
11354145-n	ประธานาธิบดีไทเลอร์	ไทเลอร์
11354333-n	ทินดอล	ทินเดล	ไทน์เดล
11355669-n	บิชอปวัลฟิลา	บิชอปอัลฟิลัส	บิชอปอัลฟิลา	วัลฟิลา	อัลฟิลัส	อัลฟิลา
11356636-n	โอโด	โอโดแห่งลาเกรี่	โอโธ	โอโธแห่งลาเกรี่
11363930-n	เวอร์ราซซาโน	เวอร์ราซาโน
11367725-n	วิตุส	เซนต์วิตุส
11374281-n	บาร์บาร่าวาร์ด	บาโรเนสแจ็คสันแห่งลอดสเวิร์ธ	วาร์ด
11375418-n	ประธานาธิบดีวอชิงตัน	วอชิงตัน
11380923-n	ดยุกที่หนึ่งแห่งเวลลิงตัน	ดยุกแห่งเวลลิงตัน
11381684-n	เวอร์นิค	เวอร์นิคเก
11390855-n	ประธานาธิบดีวิลสัน	วิลสัน
11399446-n	ไวแอต	ไวแอตต์
11400230-n	วิลเลี่ยมแห่งไวก์แฮม	ไวก์แฮม
11404666-n	ซาฮาเรียส	ดิดริคสัน
11405684-n	ซีโน	ซีโนแห่งซีเธียม
11405826-n	ซีโน	ซีโนแห่งอีเลีย
11406023-n	เซฟาเนียฮ์	โซโฟเนียส
11408559-n	ปรากฏการณ์ทางธรรมชาติ	ปรากฏการณ์ธรรมชาติ
11408914-n	การกลับชาติมาเกิด	การกลับมาเกิดใหม่
11414041-n	ผลกระทบต่อเนื่อง	ผลกระทบแบบโดมิโน
11415842-n	ผล	ผลที่เกิด	ผลที่ได้
11417672-n	ปรากฏการณ์ทางธรณี	ปรากฏการณ์ทางธรณีวิทยา
11418460-n	วาสนา	โชค
11419404-n	ปรากฏการณ์ทางกายภาพ	ปรากฏการณ์ทางฟิสิกส์
11420139-n	การผิดสัดส่วน	ความคลาดเคลื่อน
11423471-n	เนินตะกอนน้ำพารูปกรวย	เนินตะกอนน้ำพารูปพัด
11425989-n	พลังงานนิวเคลียร์	พลังงานอะตอม
11427067-n	แสงรอบดวงอาทิตย์	โคโรนา
11427241-n	แสงออโรรา	แสงเหนือ-แสงใต้	แสงเหนือแสงใต้
11427501-n	แสงออโรราใต้	แสงใต้
11427619-n	แสงออโรราเหนือ	แสงเหนือ
11427842-n	เคราะห์ร้าย	โชคร้าย
11428023-n	รังสี	รัศมี	ลำแสง
11429458-n	ความกดอากาศ	ความดันบรรยากาศ
11431754-n	ลม	ลมโชย	สายลมอ่อนๆ
11433546-n	กำลังไฟ	ความจุำไฟฟ้า	ปริมาณความจุไฟฟ้า
11434150-n	นิวเคลียร์เหมันต์	ฤดูหนาวนิวเคลียร์
11434747-n	แรงสู่ศูนย์กลาง	แรงเข้าสู่ศูนย์กลาง
11436283-n	พันธะ	พันธะเคมี
11437344-n	พันธะอิออนิก	พันธะอิเล็กโทรเวเลนต์
11440691-n	รัศมี	โคโรน่า
11443532-n	กระแสไฟ	กระแสไฟฟ้า
11443721-n	พายุหมุนไซโคลน	พายุไซโคลน
11445395-n	การตกตะกอน	การตกตะกอนน้ำพา
11445753-n	การผลัดเซลล์ผิวเก่า	การหลุดลอกเป็นแผ่น
11447153-n	ดีซี	ไฟฟ้ากระแสตรง
11448153-n	พายุทราย	พายุฝุ่น
11449907-n	กระแสไฟฟ้า	ไฟฟ้า
11450566-n	กระแสไฟฟ้า	พลังงานไฟฟ้า	ไฟ
11452218-n	พลังงาน	พลังงานเสรี
11453016-n	กำลัง	พลัง
11454591-n	น้ำท่วม	ภัยน้ำท่วม	อุทกภัย
11455386-n	น้ำท่วมโลก	มหาอุทกภัย
11455695-n	จุดโฟกัส	โฟกัส
11456273-n	วงจรอาหาร	สายใยอาหาร
11457841-n	แสงจากเปลวไฟ	แสงไฟ
11460063-n	การสึกกร่อน	การเสียดสี
11464143-n	แรงดึงดูด	แรงโน้มถ่วง
11465888-n	ฟ้าหลัว	หมอกแดด
11467018-n	พายุเฮอร์ริเคน	เฮอร์ริเคน
11468172-n	การเหนี่ยวนำ	การเหนี่ยวนำไฟฟ้า
11475682-n	แรงของลอเรนส์	แรงลอเรนซ์
11476939-n	พลังงานการส่องสว่าง	พลังงานในการส่องสว่าง
11477921-n	การสั่นพ้อง	เรโซแนนซ์
11478299-n	การสั่นพ้อง	เรโซแนนซ์
11481209-n	คลื่นเสียงความถี่สูง	อัลตราซาวด์
11482312-n	คลื่นจุลภาค	คลื่นไมโครเวฟ	ไมโครเวฟ
11483990-n	แสงดาวตก	แสงอุกกาบาต
11484861-n	แสงจันทร์	แสงเดือน
11484975-n	แสงจันทร์	แสงเดือน
11485367-n	แดด	แสงตะวัน	แสงอาทิตย์	แสงแดด
11485582-n	ลำแสงอาทิตย์	แสงตะวัน	แสงอาทิตย์
11485681-n	ลำแสงเลเซอร์	แสงเลเซอร์
11486381-n	การตายของเซลล์แบบอะพอพโทซิส	อะพอพโทซิส
